"Gender","Location","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","Military Base","Busan","Donation Count[Unit]","Unit","22","20","13","27","32","29","43","84","91","78","86","67","102","121","215","382","291","224","186",
"Women","Military Base","Busan","Composition Rate[%]","%","0","0","0",".1",".1","0",".1",".1",".1",".1",".1",".1",".2",".2",".3",".6",".5",".3",".3",
"Women","Military Base","Daegu/Gyeongbook","Donation Count[Unit]","Unit","59","57","53","62","101","128","130","146","185","170","209","184","198","203","196","136","306","431","376",
"Women","Military Base","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1",".1",".1",".2",".2",".2",".2",".2",".2",".3",".3",".3",".3",".3",".2",".5",".7",".6",
"Women","Military Base","Incheon","Donation Count[Unit]","Unit","36","37","35","61","54","55","55","68","71","56","50","85","104","75","137","279","257","232","208",
"Women","Military Base","Incheon","Composition Rate[%]","%",".1",".1",".1",".2",".1",".1",".1",".1",".1",".1",".1",".2",".2",".2",".3",".6",".5",".5",".4",
"Women","Military Base","Ulsan","Donation Count[Unit]","Unit","0","2","2","0","12","1","10","3","14","12","21","13","5","8","15","75","23","8","21",
"Women","Military Base","Ulsan","Composition Rate[%]","%","0","0","0","0",".1","0",".1","0",".1",".1",".1",".1","0","-",".1",".4",".1","0",".1",
"Women","Military Base","Gyeonggi","Donation Count[Unit]","Unit","39","27","26","51","59","64","75","102","78","159","139","154","184","184","238","471","522","415","440",
"Women","Military Base","Gyeonggi","Composition Rate[%]","%",".2",".1",".1",".2",".1",".1",".1",".2",".2",".3",".2",".3",".4",".4",".5",".9",".9",".7",".8",
"Women","Military Base","Gangwon","Donation Count[Unit]","Unit","47","64","92","102","136","115","166","243","241","243","297","322","381","353","464","816","895","924","1128",
"Women","Military Base","Gangwon","Composition Rate[%]","%",".6",".7","1",".9",".9",".7",".8","1.1","1",".9",".9","1.2","1.4","1.3","1.8","3.5","3.7","3.5","4.2",
"Women","Military Base","Chungbook","Donation Count[Unit]","Unit","15","31","26","29","25","26","24","12","46","84","56","85","89","70","138","206","179","203","328",
"Women","Military Base","Chungbook","Composition Rate[%]","%",".1",".2",".2",".2",".1",".1",".1",".1",".2",".3",".2",".4",".4",".3",".6","1",".9",".9","1.5",
"Women","Military Base","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","75","149","99","198","200","150","98","208","266","261","238","229","282","390","306","607","413","483","532",
"Women","Military Base","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%",".4",".5",".3",".5",".5",".3",".2",".4",".4",".4",".3",".4",".4",".6",".4",".9",".6",".7",".8",
"Women","Military Base","Jeonbook","Donation Count[Unit]","Unit","19","29","11","17","73","45","114","36","122","79","142","94","118","132","231","258","284","240","238",
"Women","Military Base","Jeonbook","Composition Rate[%]","%",".1",".1","0",".1",".2",".1",".3",".1",".3",".2",".4",".3",".4",".5",".8","1","1.1",".9",".9",
"Women","Military Base","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","51","52","36","44","63","48","62","63","79","95","80","78","110","79","73","229","245","186","152",
"Women","Military Base","Gwangju/Jeonnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".1",".2",".1",".1",".4",".4",".3",".3",
"Women","Military Base","Gyeongnaam","Donation Count[Unit]","Unit","51","63","92","50","70","86","90","69","80","124","141","131","135","206","438","517","336","333","474",
"Women","Military Base","Gyeongnaam","Composition Rate[%]","%",".4",".4",".6",".3",".3",".4",".4",".3",".3",".4",".5",".5",".5",".6","1.4","1.7","1.1","1.1","1.6",
"Women","Military Base","Jeju","Donation Count[Unit]","Unit","6","3","0","2","2","13","5","13","11","6","9","18","11","19","18","54","45","36","44",
"Women","Military Base","Jeju","Composition Rate[%]","%",".1","0","0","0","0",".1","0",".1",".1","0",".1",".1",".1",".2",".2",".4",".4",".3",".3",
"Women","Military Base","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","0","0","0","0","0","0","0","-","32","5","0","-","-","-","-",
"Women","Military Base","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-","0","-","0","-","-","-","-",
"Women","Religion","Total","Donation Count[Unit]","Unit","7396","5306","3198","3441","3222","2677","4737","7059","2282","5868","7786","7248","8313","9104","5663","1935","5441","17107","14710",
"Women","Religion","Total","Composition Rate[%]","%","1.7","1",".6",".6",".5",".3",".6",".9",".3",".6",".8",".9","1","1.2",".8",".3",".8","2.2","1.9",
"Women","Religion","Korean Red Cross","Donation Count[Unit]","Unit","7396","5306","3198","3441","2741","1647","3883","6307","1187","4806","6776","6235","7254","8162","5055","1244","3030","14917","12630",
"Women","Religion","Korean Red Cross","Composition Rate[%]","%","1.7","1.1",".7",".6",".4",".2",".5",".8",".1",".6",".8",".9","1","1.2",".7",".2",".5","2.1","1.8",
"Women","Religion","Central Seoul","Donation Count[Unit]","Unit","1030","618","244","74","88","58","","","","","","","","540","489","29","349","1147","1612",
"Women","Religion","Central Seoul","Composition Rate[%]","%","2.5","1.3",".5",".1",".1",".1","","","","","","","",".8",".7","-",".6","1.7","2.3",
"Women","Religion","Western Seoul","Donation Count[Unit]","Unit","659","476","239","136","176","30","189","516","0","0","879","624","580","","","","","","",
"Women","Religion","Western Seoul","Composition Rate[%]","%","3.3","1.9",".6",".3",".3",".1",".2",".6","0","0",".9",".8",".8","","","","","","",
"Women","Religion","Southern Seoul","Donation Count[Unit]","Unit","932","763","784","962","525","147","78","361","77","435","374","367","793","750","200","56","373","751","1262",
"Women","Religion","Southern Seoul","Composition Rate[%]","%","3","2","2.1","2.2","1",".3",".1",".6",".1",".7",".6",".6","1.3","1.3",".4",".1",".9","1.5","2.6",
"Women","Religion","Eastern Seoul","Donation Count[Unit]","Unit","1158","1193","670","481","362","367","1173","833","249","598","839","876","818","1264","570","77","363","986","1711",
"Women","Religion","Eastern Seoul","Composition Rate[%]","%","3.1","2.4","1.2",".8",".5",".4","1.3",".9",".3",".6",".9","1.1","1","1.6",".8",".1",".6","1.4","2.3",
"Women","Religion","Busan","Donation Count[Unit]","Unit","361","400","198","227","199","160","411","680","177","812","583","581","1116","1536","1061","192","587","1218","811",
"Women","Religion","Busan","Composition Rate[%]","%",".7",".8",".5",".4",".4",".2",".6","1",".2","1",".7",".9","1.8","2.3","1.7",".3","1","1.8","1.3",
"Women","Religion","Daegu/Gyeongbook","Donation Count[Unit]","Unit","506","36","52","87","130","207","398","653","49","128","540","639","556","593","80","161","174","1299","747",
"Women","Religion","Daegu/Gyeongbook","Composition Rate[%]","%","1.1",".1",".1",".2",".2",".3",".6",".9",".1",".1",".7",".9",".8",".9",".1",".3",".3","2","1.2",
"Women","Religion","Incheon","Donation Count[Unit]","Unit","526","255","121","202","130","40","104","543","109","316","714","529","609","797","130","32","231","875","1020",
"Women","Religion","Incheon","Composition Rate[%]","%","1.4",".7",".4",".6",".3",".1",".2",".9",".2",".5","1.2","1.1","1.3","1.7",".3",".1",".5","1.7","2.1",
"Women","Religion","Ulsan","Donation Count[Unit]","Unit","155","178","119","107","101","100","80","141","68","181","284","222","286","159","57","98","70","619","567",
"Women","Religion","Ulsan","Composition Rate[%]","%",".9","1",".9",".7",".6",".5",".4",".7",".3",".9","1.2","1","1.4",".8",".2",".5",".4","2.7","2.2",
"Women","Religion","Gyeonggi","Donation Count[Unit]","Unit","185","59","8","42","43","8","14","633","0","51","206","384","450","360","385","57","257","955","423",
"Women","Religion","Gyeonggi","Composition Rate[%]","%",".9",".2","0",".1",".1","0","0","1.3","0",".1",".3",".8",".9",".8",".7",".1",".4","1.7",".8",
"Women","Religion","Gangwon","Donation Count[Unit]","Unit","133","56","34","88","67","58","186","222","38","107","135","142","143","121","73","26","147","1408","1177",
"Women","Religion","Gangwon","Composition Rate[%]","%","1.7",".6",".4",".8",".4",".3",".9","1",".1",".4",".4",".5",".5",".5",".3",".1",".6","5.3","4.4",
"Women","Religion","Chungbook","Donation Count[Unit]","Unit","103","142","105","100","147","62","213","282","89","347","302","335","373","320","555","66","34","1044","553",
"Women","Religion","Chungbook","Composition Rate[%]","%",".6",".8",".7",".6",".7",".3","1.1","1.3",".4","1.4","1.2","1.5","1.6","1.4","2.3",".3",".2","4.6","2.5",
"Women","Religion","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","219","368","167","153","28","12","175","346","0","409","539","295","250","316","383","108","154","514","544",
"Women","Religion","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","1.1","1.2",".5",".4",".1","0",".4",".6","0",".7",".8",".5",".4",".5",".5",".2",".2",".7",".8",
"Women","Religion","Jeonbook","Donation Count[Unit]","Unit","230","143","85","243","168","50","211","244","6","383","297","272","234","372","191","44","58","1007","501",
"Women","Religion","Jeonbook","Composition Rate[%]","%",".9",".5",".4",".9",".6",".2",".6",".7","0","1.1",".9","1",".9","1.4",".7",".2",".2","3.6","1.8",
"Women","Religion","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","838","449","307","467","487","290","503","717","300","962","591","697","572","515","726","257","182","2148","926",
"Women","Religion","Gwangju/Jeonnaam","Composition Rate[%]","%","2",".8",".6",".7",".8",".4",".7","1.1",".4","1.2",".7","1",".8",".8","1.1",".5",".3","3.3","1.5",
"Women","Religion","Gyeongnaam","Donation Count[Unit]","Unit","267","31","0","7","0","4","103","101","0","27","386","199","395","443","29","15","29","901","679",
"Women","Religion","Gyeongnaam","Composition Rate[%]","%","2.2",".2","0","0","0","0",".5",".4","0",".1","1.3",".7","1.4","1.4",".1","-",".1","2.9","2.3",
"Women","Religion","Jeju","Donation Count[Unit]","Unit","94","139","65","65","90","54","45","35","25","50","107","73","79","76","126","26","22","45","97",
"Women","Religion","Jeju","Composition Rate[%]","%","1.4","2.3","1.1",".7",".8",".4",".4",".3",".2",".4",".7",".6",".7",".8","1.1",".2",".2",".4",".7",
"Women","Religion","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","481","1030","854","752","1095","1062","1010","1013","1059","942","608","691","2411","2190","2080",
"Women","Religion","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","1.7","2.1","1.4","1.2","1.4","1.3","1.3","1.3","1.5","1.4","1.2","1.3","4.4","3.5","2.9",
"Women","Community","Total","Donation Count[Unit]","Unit","21340","21425","22328","25764","32014","25249","23164","25235","26493","27585","28473","29719","29648","30241","37738","66609","58951","57181","60106",
"Women","Community","Total","Composition Rate[%]","%","4.8","4.2","4.5","4.3","4.6","3.3","2.9","3.1","3","3","3.1","3.7","3.7","3.9","5","9.6","8.3","7.4","7.8",
"Women","Community","Korean Red Cross","Donation Count[Unit]","Unit","21340","21425","22328","25764","30253","23348","21420","23609","23921","24937","25162","26943","27115","27825","35575","64568","57201","54217","55379",
"Women","Community","Korean Red Cross","Composition Rate[%]","%","4.9","4.3","4.6","4.4","4.6","3.3","2.9","3.1","3","3","3","3.7","3.7","3.9","5","10.1","8.7","7.6","8",
"Women","Community","Central Seoul","Donation Count[Unit]","Unit","2728","2373","2509","2845","2585","2718","","","","","","","","876","1335","2963","2647","2810","2837",
"Women","Community","Central Seoul","Composition Rate[%]","%","6.7","5","5","4.7","4.3","3.4","","","","","","","","1.2","2","4.6","4.3","4.1","4.1",
"Women","Community","Western Seoul","Donation Count[Unit]","Unit","990","1359","2845","2703","3353","1002","2738","2777","2838","2369","2752","1885","1077","","","","","","",
"Women","Community","Western Seoul","Composition Rate[%]","%","5","5.5","7.6","6.3","6.6","4.1","3","3","3.1","2.4","2.7","2.3","1.4","","","","","","",
"Women","Community","Southern Seoul","Donation Count[Unit]","Unit","2161","2039","2333","3399","2925","1981","1825","1858","1939","1911","1684","2068","2795","2746","3295","3678","2888","3124","3052",
"Women","Community","Southern Seoul","Composition Rate[%]","%","7","5.3","6.4","7.8","5.4","3.4","3.2","3","3.1","3.2","2.9","3.6","4.6","4.9","6.1","8","6.6","6.4","6.2",
"Women","Community","Eastern Seoul","Donation Count[Unit]","Unit","1293","1394","1516","1754","2005","2027","2232","2833","2507","2504","2318","2375","2366","2403","3289","3396","4083","5249","6927",
"Women","Community","Eastern Seoul","Composition Rate[%]","%","3.5","2.8","2.8","2.8","2.8","2.3","2.4","3","2.6","2.4","2.5","3.1","3","3.1","4.5","5.6","6.5","7.3","9.2",
"Women","Community","Busan","Donation Count[Unit]","Unit","1139","1528","1352","1594","1866","1551","1314","1914","1683","1513","1643","1704","2069","2011","2244","3477","3042","3007","3720",
"Women","Community","Busan","Composition Rate[%]","%","2.3","2.9","3.2","3","3.3","2.4","2","2.9","2.3","1.9","2.1","2.8","3.3","3","3.5","5.9","5.1","4.6","5.9",
"Women","Community","Daegu/Gyeongbook","Donation Count[Unit]","Unit","2731","2670","1834","2215","3080","2211","2237","2666","2521","2361","2634","2769","2680","2892","3244","6660","7180","4980","4589",
"Women","Community","Daegu/Gyeongbook","Composition Rate[%]","%","5.8","5.4","4.6","4","4.8","3.3","3.2","3.6","3.2","2.8","3.2","4","3.9","4.2","5","11.7","10.9","7.5","7.4",
"Women","Community","Incheon","Donation Count[Unit]","Unit","1647","1179","802","867","1384","752","1133","1130","1325","1294","1144","1470","1588","1576","2231","2917","2484","2930","2899",
"Women","Community","Incheon","Composition Rate[%]","%","4.2","3.5","2.6","2.5","3.4","1.5","1.9","1.9","2.2","2.1","1.9","3","3.3","3.4","4.8","6.4","5.3","5.8","5.9",
"Women","Community","Ulsan","Donation Count[Unit]","Unit","686","655","548","493","697","665","674","751","523","541","592","931","851","1017","1584","2280","2275","2015","1458",
"Women","Community","Ulsan","Composition Rate[%]","%","4.1","3.8","4.3","3.2","4.2","3.5","3.5","3.5","2.5","2.5","2.5","4.3","4.2","4.9","6.9","12.1","11.5","8.8","5.7",
"Women","Community","Gyeonggi","Donation Count[Unit]","Unit","1266","1496","1466","2021","2381","1749","1395","1822","1948","2713","2752","2955","2954","2878","3590","6817","5891","4946","5395",
"Women","Community","Gyeonggi","Composition Rate[%]","%","6","5.6","5.6","6.4","5.6","3.7","2.8","3.8","3.8","5","4.6","5.8","5.8","6.1","6.9","12.5","10.3","8.5","9.7",
"Women","Community","Gangwon","Donation Count[Unit]","Unit","375","274","489","670","1209","1009","1173","971","1144","1288","1264","1398","1253","1343","1774","3079","2836","2900","2958",
"Women","Community","Gangwon","Composition Rate[%]","%","4.9","3.1","5.4","5.8","7.8","5.9","5.9","4.4","4.5","4.6","3.8","5.1","4.5","5","6.8","13.2","11.7","11","11",
"Women","Community","Chungbook","Donation Count[Unit]","Unit","554","491","631","626","768","590","554","589","726","795","887","1097","1158","1350","1838","3805","3580","3511","3069",
"Women","Community","Chungbook","Composition Rate[%]","%","3.3","2.9","4.4","3.5","3.7","2.8","2.8","2.7","3.1","3.1","3.4","4.9","4.9","6.1","7.7","19.2","17.3","15.5","14.1",
"Women","Community","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","1064","1319","1289","2131","2317","1842","1231","1578","2036","2160","2439","2440","2320","2742","3721","10217","7646","7041","6792",
"Women","Community","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","5.1","4.4","4.1","5.3","5.4","4.3","2.8","2.9","3.4","3.5","3.6","3.7","3.4","3.9","5.1","15.2","11.5","9.8","10.3",
"Women","Community","Jeonbook","Donation Count[Unit]","Unit","550","612","508","717","873","615","572","776","614","650","782","749","814","983","1327","2776","2208","2091","2614",
"Women","Community","Jeonbook","Composition Rate[%]","%","2.2","2.1","2.3","2.8","2.9","2","1.7","2.2","1.7","1.8","2.3","2.6","3","3.8","4.8","10.5","8.3","7.5","9.5",
"Women","Community","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","2741","2270","2167","2361","2660","2758","2746","2386","2559","2775","2595","2923","2999","2499","2902","6410","5463","5009","4423",
"Women","Community","Gwangju/Jeonnaam","Composition Rate[%]","%","6.5","4.1","4.2","3.7","4.1","4","4","3.7","3.6","3.5","3.3","4.2","4.1","3.8","4.5","11.5","9.5","7.7","7.4",
"Women","Community","Gyeongnaam","Donation Count[Unit]","Unit","932","1073","1442","864","1288","1179","1064","1022","960","1170","951","1270","1304","1685","2189","4395","3611","3405","3412",
"Women","Community","Gyeongnaam","Composition Rate[%]","%","7.6","7.1","8.8","4.9","6.1","4.9","4.8","4","3.1","3.7","3.2","4.6","4.5","5.3","6.9","14.3","12.2","11","11.4",
"Women","Community","Jeju","Donation Count[Unit]","Unit","483","693","597","504","862","699","532","536","598","893","725","909","887","824","1012","1698","1367","1199","1234",
"Women","Community","Jeju","Composition Rate[%]","%","7.2","11.5","9.9","5.4","7.2","5.1","4.3","4.7","4.7","6.3","4.8","7.5","7.3","8.2","8.9","13.4","10.9","9.4","8.5",
"Women","Community","Outside of Korean Red Cross","Donation Count[Unit]","Unit","0","0","0","0","1761","1901","1744","1626","2572","2648","3311","2776","2533","2416","2163","2041","1750","2964","4727",
"Women","Community","Outside of Korean Red Cross","Composition Rate[%]","%","0","0","0","0","6.4","3.9","2.9","2.5","3.2","3.4","4.4","3.5","3.6","3.6","4.3","3.9","3.2","4.7","6.6",
"Women","Personal Participation","Total","Donation Count[Unit]","Unit","309478","370454","359482","455113","549738","617432","639737","650628","702090","733519","742018","619907","612999","598625","566498","587674","583031","620223","598585",
"Women","Personal Participation","Total","Composition Rate[%]","%","69.9","72.6","72.5","75.1","79.6","80.6","80.8","79.6","79.9","80.1","80.9","77.5","77","77.1","75.1","84.6","82.2","80.3","78",
"Women","Personal Participation","Korean Red Cross","Donation Count[Unit]","Unit","300866","362277","346812","436919","526391","574541","586832","593981","631600","663829","676567","549331","551468","539327","522664","537899","533976","565775","539130",
"Women","Personal Participation","Korean Red Cross","Composition Rate[%]","%","69.3","72.1","71.8","74.3","79.4","80.1","80.2","79","79.1","79.3","80.3","76.4","76","76.1","74.2","83.8","81.5","79.7","77.4",
"Women","Personal Participation","Central Seoul","Donation Count[Unit]","Unit","27940","36799","38670","51212","53152","70214","","","","","","","","64810","61199","60058","56193","61319","58984",
"Women","Personal Participation","Central Seoul","Composition Rate[%]","%","68.5","77.3","76.8","84.3","87.7","89","","","","","","","","91.2","89.8","93.6","91.9","89.7","85.8",
"Women","Personal Participation","Western Seoul","Donation Count[Unit]","Unit","13850","17934","29437","35090","43469","22114","83210","80637","80203","87370","88660","70843","67861","","","","","","",
"Women","Personal Participation","Western Seoul","Composition Rate[%]","%","70.2","73.2","78.9","81.3","86","90.4","89.9","88.4","86.4","87.5","88.1","88.2","89.9","","","","","","",
"Women","Personal Participation","Southern Seoul","Donation Count[Unit]","Unit","23693","31647","29296","35576","46834","52666","52411","57093","55681","52056","52987","51025","51965","47806","45327","41235","39136","42879","41101",
"Women","Personal Participation","Southern Seoul","Composition Rate[%]","%","76.7","82.6","80.2","81.1","87.1","90.3","91","91","88.3","87.7","90.4","88.2","84.6","84.5","83.3","89.7","89.9","87.6","83.8",
"Women","Personal Participation","Eastern Seoul","Donation Count[Unit]","Unit","25606","35854","40793","48006","58006","71382","77403","77169","81508","86372","77053","63640","64189","64048","59309","55376","55408","60593","59942",
"Women","Personal Participation","Eastern Seoul","Composition Rate[%]","%","69.5","72.3","74.3","75.4","81.1","82.2","82.5","81.3","83.8","84.5","83.6","82","81.8","82.3","80.5","91.4","88.1","84.6","79.8",
"Women","Personal Participation","Busan","Donation Count[Unit]","Unit","42815","43458","34253","44324","49361","58701","58483","55913","64188","68078","69072","51830","52018","55741","52174","53487","52548","57072","52609",
"Women","Personal Participation","Busan","Composition Rate[%]","%","85.5","83.1","81.8","83.9","87.2","89","88.4","84.1","86.1","86.4","86.9","83.9","82","83.2","81.8","90.3","88.7","86.5","83.1",
"Women","Personal Participation","Daegu/Gyeongbook","Donation Count[Unit]","Unit","31424","33626","27439","39525","48854","51739","52916","54248","57962","64546","62684","48370","48597","50108","48227","46587","51118","51304","48032",
"Women","Personal Participation","Daegu/Gyeongbook","Composition Rate[%]","%","66.2","68.5","68.3","70.9","76.5","77.6","76.3","72.5","73.6","75.6","75.9","70.6","71.2","72.2","74","81.6","77.2","77.5","77.1",
"Women","Personal Participation","Incheon","Donation Count[Unit]","Unit","25849","22523","22941","25994","33210","42027","47436","46297","47541","48950","48596","37276","36742","36510","36081","41425","42399","44049","42514",
"Women","Personal Participation","Incheon","Composition Rate[%]","%","66.7","66","74","74","81.2","81.7","79.6","78.5","78.2","79.8","81.8","76.9","76.9","78.5","77.8","90.7","90.4","86.8","86",
"Women","Personal Participation","Ulsan","Donation Count[Unit]","Unit","13095","14441","9925","11776","12347","13747","13916","15212","15122","16140","17781","14418","13285","13524","14806","14189","14012","15584","18646",
"Women","Personal Participation","Ulsan","Composition Rate[%]","%","77.4","83.9","77.6","77.2","74.5","71.5","72.6","71.7","72.3","75.9","75.2","66.7","65.2","65.3","64.3","75.2","71.1","67.9","73.1",
"Women","Personal Participation","Gyeonggi","Donation Count[Unit]","Unit","16182","20033","18709","21728","32832","35723","38724","36820","39561","40886","45201","35874","36126","36180","37611","45762","48211","47285","45001",
"Women","Personal Participation","Gyeonggi","Composition Rate[%]","%","77.3","74.8","71.1","69.1","77.4","74.9","77.3","77.6","78","75.4","76","70.8","70.7","76.1","72","83.6","84.4","81.7","80.6",
"Women","Personal Participation","Gangwon","Donation Count[Unit]","Unit","5648","6663","5747","7761","10398","11387","12424","15542","17974","19159","25154","19897","19484","18603","17386","18411","18686","19323","18317",
"Women","Personal Participation","Gangwon","Composition Rate[%]","%","74.2","74.9","63.6","66.9","67.3","66.1","62.5","69.7","70.9","68","74.9","71.9","70.6","69.9","66.4","78.9","77.3","73","68.3",
"Women","Personal Participation","Chungbook","Donation Count[Unit]","Unit","9881","11029","8441","10273","14125","15450","15061","16083","16556","17963","18280","14720","14985","14033","13453","13439","13614","13792","13447",
"Women","Personal Participation","Chungbook","Composition Rate[%]","%","59.5","64","58.4","57.6","68.4","72.9","77.1","73.8","71.4","70.2","70.2","65.2","63.3","62.9","56.1","67.8","65.6","61.1","61.6",
"Women","Personal Participation","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","13505","17473","18362","25024","31017","30636","33651","40271","43429","44195","50544","46265","48772","47525","48387","51104","49776","52897","47356",
"Women","Personal Participation","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","65.3","57.9","59","61.9","71.9","71.4","75.4","74.6","71.8","72.1","73.8","71","72.1","68.2","66.9","76.1","74.8","73.5","71.5",
"Women","Personal Participation","Jeonbook","Donation Count[Unit]","Unit","15740","19144","15092","18485","21491","22652","27129","27181","26559","26394","24745","18729","18199","16601","17584","19779","18414","18684","18581",
"Women","Personal Participation","Jeonbook","Composition Rate[%]","%","61.8","64.2","67.3","71.1","72.4","74.6","78.5","76.4","74.7","74.2","72.6","65.9","67.3","63.6","63.8","74.9","69.2","67.4","67.9",
"Women","Personal Participation","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","23918","39400","35878","44007","47612","49230","49151","46397","53255","58753","63692","50226","52542","47961","45475","44737","43500","49795","44562",
"Women","Personal Participation","Gwangju/Jeonnaam","Composition Rate[%]","%","56.5","70.9","68.8","69.7","74.1","72.3","70.8","72.8","74.3","75","79.9","72.9","72.3","73.1","70","80.4","75.4","77","74.1",
"Women","Personal Participation","Gyeongnaam","Donation Count[Unit]","Unit","7661","9538","8966","12100","14944","16492","16289","17620","23041","23465","21719","18974","19032","19917","18955","22831","21486","22242","19686",
"Women","Personal Participation","Gyeongnaam","Composition Rate[%]","%","62.1","63.3","54.7","68.6","71.1","68.8","72.9","69.4","74.1","74","73.7","68.8","65.4","62.6","60.1","74.4","72.5","71.6","65.6",
"Women","Personal Participation","Jeju","Donation Count[Unit]","Unit","4059","2715","2863","6038","8739","10381","8628","7498","9020","9502","10399","7244","7671","5960","6690","9479","9475","8957","10352",
"Women","Personal Participation","Jeju","Composition Rate[%]","%","60.5","45.1","47.6","64.6","73.4","75.5","69","66.1","70.4","66.7","69.4","59.9","63.5","59.3","59.1","74.9","75.4","70.2","71",
"Women","Personal Participation","Outside of Korean Red Cross","Donation Count[Unit]","Unit","8612","8177","12670","18194","23347","42891","52905","56647","70490","69690","65451","70576","61531","59298","43834","49775","49055","54448","59455",
"Women","Personal Participation","Outside of Korean Red Cross","Composition Rate[%]","%","100","100","100","100","84.4","87.1","87","87.1","88.4","88.6","87.2","87.9","87.2","87.8","87.9","94.2","90","86.5","83.5",
"Women","In Hospital","Total","Donation Count[Unit]","Unit","14079","14557","18508","23463","8572","8662","8260","8654","8988","9666","10259","10202","9531","9412","9529","11210","11743","12959","12405",
"Women","In Hospital","Total","Composition Rate[%]","%","3.2","2.9","3.7","3.9","1.2","1.1","1","1.1","1","1.1","1.1","1.3","1.2","1.2","1.3","1.6","1.7","1.7","1.6",
"Women","In Hospital","Korean Red Cross","Donation Count[Unit]","Unit","5467","6380","5838","5269","5488","5940","6262","7073","7475","7952","8523","8127","8090","8060","8690","10665","11325","12528","12149",
"Women","In Hospital","Korean Red Cross","Composition Rate[%]","%","1.3","1.3","1.2",".9",".8",".8",".9",".9",".9",".9","1","1.1","1.1","1.1","1.2","1.7","1.7","1.8","1.7",
"Women","In Hospital","Central Seoul","Donation Count[Unit]","Unit","496","312","329","494","662","1105","","","","","","","","1376","1406","1392","1314","1272","1403",
"Women","In Hospital","Central Seoul","Composition Rate[%]","%","1.2",".7",".7",".8","1.1","1.4","","","","","","","","1.9","2.1","2.2","2.1","1.9","2",
"Women","In Hospital","Western Seoul","Donation Count[Unit]","Unit","119","240","296","326","391","175","1486","1482","1526","1541","1646","1384","1286","","","","","","",
"Women","In Hospital","Western Seoul","Composition Rate[%]","%",".6","1",".8",".8",".8",".7","1.6","1.6","1.6","1.5","1.6","1.7","1.7","","","","","","",
"Women","In Hospital","Southern Seoul","Donation Count[Unit]","Unit","261","209","189","202","153","153","336","790","858","706","630","545","700","724","842","825","891","1104","1072",
"Women","In Hospital","Southern Seoul","Composition Rate[%]","%",".8",".5",".5",".5",".3",".3",".6","1.3","1.4","1.2","1.1",".9","1.1","1.3","1.5","1.8","2","2.3","2.2",
"Women","In Hospital","Eastern Seoul","Donation Count[Unit]","Unit","1466","1707","1626","1323","1226","1317","1386","1661","1638","2010","1719","1728","1347","1216","1468","1257","1313","2009","2119",
"Women","In Hospital","Eastern Seoul","Composition Rate[%]","%","4","3.4","3","2.1","1.7","1.5","1.5","1.7","1.7","2","1.9","2.2","1.7","1.6","2","2.1","2.1","2.8","2.8",
"Women","In Hospital","Busan","Donation Count[Unit]","Unit","59","87","72","71","70","83","73","81","143","84","138","167","174","166","216","397","456","552","566",
"Women","In Hospital","Busan","Composition Rate[%]","%",".1",".2",".2",".1",".1",".1",".1",".1",".2",".1",".2",".3",".3",".2",".3",".7",".8",".8",".9",
"Women","In Hospital","Daegu/Gyeongbook","Donation Count[Unit]","Unit","233","235","213","206","194","239","228","197","213","246","291","249","364","349","468","518","493","406","388",
"Women","In Hospital","Daegu/Gyeongbook","Composition Rate[%]","%",".5",".5",".5",".4",".3",".4",".3",".3",".3",".3",".4",".4",".5",".5",".7",".9",".7",".6",".6",
"Women","In Hospital","Incheon","Donation Count[Unit]","Unit","1382","1332","1139","937","1335","1396","1380","1316","1434","1346","1328","1107","967","1100","1039","1756","2007","1582","1291",
"Women","In Hospital","Incheon","Composition Rate[%]","%","3.6","3.9","3.7","2.7","3.3","2.7","2.3","2.2","2.4","2.2","2.2","2.3","2","2.4","2.2","3.8","4.3","3.1","2.6",
"Women","In Hospital","Ulsan","Donation Count[Unit]","Unit","38","54","28","53","62","46","32","46","45","59","69","89","102","114","208","373","473","552","506",
