"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Total","Gangwon","Donation Count","Unit","75508","67686","55609","61668","64310","66394","72405","85987","95113","99831","116232","122194","127367","134733","127408","117333","110113","98394","106032",
"Men","Total","Chungbook","Donation Count","Unit","60752","61782","58357","67104","78801","80021","71818","78316","74971","74594","73575","66760","71989","71508","70263","65938","63824","61230","63581",
"Men","Total","Daejeon/Sejong/Chungnaam","Donation Count","Unit","140630","116662","115479","132794","139646","149091","145124","152287","163562","170744","180633","171357","173478","178680","176499","171640","166881","165157","168393",
"Men","Total","Jeonbook","Donation Count","Unit","95457","88799","75743","81835","91565","94416","90925","92343","95861","89849","94813","87682","87191","82490","81328","76352","76286","69236","72737",
"Men","Total","Gwangju/Jeonnaam","Donation Count","Unit","132050","144359","125849","131553","137614","130294","123318","121889","134077","139455","141809","133199","147667","141168","141682","127499","127598","124892","128962",
"Men","Total","Gyeongnaam","Donation Count","Unit","88225","87567","75367","84418","93545","95546","91966","94915","103678","111425","106235","100136","101365","102900","101395","100405","95004","92168","99097",
"Men","Total","Jeju","Donation Count","Unit","24968","23755","21524","23199","25016","24703","21710","20515","21498","23140","25685","23719","25714","24219","24651","29017","29466","28988","32532",
"Men","Total","Outside of Korean Red Cross","Donation Count","Unit","42088","43762","46408","63398","80422","100543","107274","115098","126564","130201","135665","140818","143380","134139","127334","123326","123175","141062","163633",
"Men","January","Total","Donation Count","Unit","141112","142314","148591","159547","145080","154958","153889","154786","170340","166694","185215","184649","165943","178490","179806","157201","157066","142408","150058",
"Men","January","Total","Composition Rate[%]","%","7.7","7.9","9.3","9.2","7.7","8.2","8.4","8.1","8.4","7.8","8.6","8.9","7.8","8.5","8.8","8.2","8.3","7.6","7.5",
"Men","January","Korean Red Cross","Donation Count","Unit","138540","140051","145435","155368","140184","148590","146525","146843","161737","156996","175367","174173","155586","166940","169986","148356","148488","132782","139493",
"Men","January","Korean Red Cross","Composition Rate[%]","%","7.7","8","9.4","9.3","7.8","8.3","8.5","8.2","8.5","7.8","8.6","9","7.8","8.5","8.9","8.3","8.4","7.7","7.6",
"Men","January","Central Seoul","Donation Count","Unit","12876","14436","14071","16188","12046","12930","","","","","","","","18294","17764","14962","13058","12521","13280",
"Men","January","Central Seoul","Composition Rate[%]","%","7.6","8.3","10.2","11","8.1","7.5","","","","","","","","9.4","9.7","9.5","8.4","8.1","8",
"Men","January","Western Seoul","Donation Count","Unit","9645","7800","11074","11547","12568","12067","14068","15773","17921","18472","21505","21893","17932","","","","","","",
"Men","January","Western Seoul","Composition Rate[%]","%","8.5","6.8","9.4","9","8.1","18.5","7.9","8.2","8.5","7.9","9.3","10.4","8.9","","","","","","",
"Men","January","Southern Seoul","Donation Count","Unit","11317","11942","12911","14812","11447","13985","14442","14863","15742","14617","14817","14816","15541","15630","15551","13434","11473","10087","11298",
"Men","January","Southern Seoul","Composition Rate[%]","%","7.5","7.9","9.5","10.3","8.1","8.6","9","8.9","9.1","8.6","8.9","8.8","8.4","9","9.7","9.3","8.6","7.6","7.7",
"Men","January","Eastern Seoul","Donation Count","Unit","12148","13258","13764","15595","11434","12143","15208","15289","17413","15981","19399","19958","17126","18721","18784","16098","15205","13939","14610",
"Men","January","Eastern Seoul","Composition Rate[%]","%","7.7","8.8","10.8","11.6","8","7.5","8.9","8.4","8.8","7.5","9.4","10.2","8.5","9.3","10.1","9.4","9.1","8.4","8.1",
"Men","January","Busan","Donation Count","Unit","12258","12481","12115","13176","11480","13149","12928","10942","11821","12373","13066","12679","10006","11443","12041","9810","10936","9370","9622",
"Men","January","Busan","Composition Rate[%]","%","7.5","7.8","8.2","8.4","7.2","7.9","8.6","7.2","7.6","7.9","8.2","8.9","6.6","7.3","8","7.1","8.1","6.8","6.8",
"Men","January","Daegu/Gyeongbook","Donation Count","Unit","11495","10970","10680","10896","12161","12954","12315","13070","15244","15213","16256","14324","13139","14496","14675","13093","13078","12196","12363",
"Men","January","Daegu/Gyeongbook","Composition Rate[%]","%","7.8","7.8","9.1","8.2","8","8.8","8.6","8.6","9.2","8.5","9.1","8.5","7.6","8.2","8.8","9.4","8.2","7.7","7.4",
"Men","January","Incheon","Donation Count","Unit","7304","7915","8603","9255","7020","6802","10110","9109","10164","9183","10605","10753","9690","9853","9355","9408","9913","9298","10147",
"Men","January","Incheon","Composition Rate[%]","%","8.1","9.1","10.9","10.7","7.8","6.6","8.8","8","8.7","7.4","8.7","9.5","8.4","8.9","8.4","7.9","8.3","7.7","8",
"Men","January","Ulsan","Donation Count","Unit","4618","6343","4975","4500","3947","4393","4120","4500","4802","4853","5611","5208","4894","5320","5573","4837","5508","4699","5595",
"Men","January","Ulsan","Composition Rate[%]","%","7.5","9.8","9.5","8","6.9","8","7.6","7.8","8","7.1","8","7.9","7.4","8.1","8.1","7.6","8.6","7.3","7.6",
"Men","January","Gyeonggi","Donation Count","Unit","9798","8810","9889","10719","9336","10226","10805","10772","11666","10711","12544","14615","13441","13848","14044","12468","14103","12210","13787",
"Men","January","Gyeonggi","Composition Rate[%]","%","8.3","7.7","9.6","9.7","7.6","8.3","8.5","8.4","8.3","7","7.9","9.5","8.4","8.9","8.8","7.3","8.4","7.7","8.1",
"Men","January","Gangwon","Donation Count","Unit","6459","5299","5468","6689","5425","4194","5229","7644","9047","8381","9852","10307","8726","11294","11786","10043","8970","8189","7138",
"Men","January","Gangwon","Composition Rate[%]","%","8.6","7.8","9.8","10.8","8.4","6.3","7.2","8.9","9.5","8.4","8.5","8.4","6.9","8.4","9.3","8.6","8.1","8.3","6.7",
"Men","January","Chungbook","Donation Count","Unit","4200","4457","5267","4815","5948","6781","6328","6047","5913","5981","5769","5957","5455","6083","6046","5254","4918","4185","4218",
"Men","January","Chungbook","Composition Rate[%]","%","6.9","7.2","9","7.2","7.5","8.5","8.8","7.7","7.9","8","7.8","8.9","7.6","8.5","8.6","8","7.7","6.8","6.6",
"Men","January","Daejeon/Sejong/Chungnaam","Donation Count","Unit","11922","9793","9620","12230","11105","11912","13257","12529","13556","13221","14937","14631","12518","13910","14927","13104","13135","12378","13021",
"Men","January","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","8.5","8.4","8.3","9.2","8","8","9.1","8.2","8.3","7.7","8.3","8.5","7.2","7.8","8.5","7.6","7.9","7.5","7.7",
"Men","January","Jeonbook","Donation Count","Unit","6639","7308","7080","6389","6920","6763","7713","7001","7673","7191","8102","7550","6783","6264","7250","5331","6350","5240","5306",
"Men","January","Jeonbook","Composition Rate[%]","%","7","8.2","9.3","7.8","7.6","7.2","8.5","7.6","8","8","8.5","8.6","7.8","7.6","8.9","7","8.3","7.6","7.3",
"Men","January","Gwangju/Jeonnaam","Donation Count","Unit","9603","11793","11662","9762","10157","10995","10434","9950","10139","10557","11584","10195","10356","10808","10615","10600","11049","9375","9352",
"Men","January","Gwangju/Jeonnaam","Composition Rate[%]","%","7.3","8.2","9.3","7.4","7.4","8.4","8.5","8.2","7.6","7.6","8.2","7.7","7","7.7","7.5","8.3","8.7","7.5","7.3",
"Men","January","Gyeongnaam","Donation Count","Unit","6526","5985","6760","7327","7562","7269","8016","7507","8839","8625","9330","9312","8266","8964","9481","7994","8003","6908","7546",
"Men","January","Gyeongnaam","Composition Rate[%]","%","7.4","6.8","9","8.7","8.1","7.6","8.7","7.9","8.5","7.7","8.8","9.3","8.2","8.7","9.4","8","8.4","7.5","7.6",
"Men","January","Jeju","Donation Count","Unit","1732","1461","1496","1468","1628","2027","1552","1847","1797","1637","1990","1975","1713","2012","2094","1920","2789","2187","2210",
"Men","January","Jeju","Composition Rate[%]","%","6.9","6.2","7","6.3","6.5","8.2","7.1","9","8.4","7.1","7.7","8.3","6.7","8.3","8.5","6.6","9.5","7.5","6.8",
"Men","January","Outside of Korean Red Cross","Donation Count","Unit","2572","2263","3156","4179","4896","6368","7364","7943","8603","9698","9848","10476","10357","11550","9820","8845","8578","9626","10565",
"Men","January","Outside of Korean Red Cross","Composition Rate[%]","%","6.1","5.2","6.8","6.6","6.1","6.3","6.9","6.9","6.8","7.4","7.3","7.4","7.2","8.6","7.7","7.2","7","6.8","6.5",
"Men","February","Total","Donation Count","Unit","127904","148704","134053","115162","140547","136523","131040","159854","137357","156848","151639","149430","163498","155338","150156","147419","139236","129162","150883",
"Men","February","Total","Composition Rate[%]","%","7","8.3","8.4","6.6","7.5","7.2","7.2","8.4","6.7","7.3","7","7.2","7.7","7.4","7.4","7.7","7.3","6.9","7.5",
"Men","February","Korean Red Cross","Donation Count","Unit","125064","145624","131127","111809","135077","130118","123400","150521","129670","148313","143057","140686","153601","145460","140922","137908","131262","120469","139468",
"Men","February","Korean Red Cross","Composition Rate[%]","%","7","8.3","8.5","6.7","7.5","7.2","7.2","8.4","6.8","7.4","7","7.3","7.7","7.4","7.4","7.7","7.4","6.9","7.6",
"Men","February","Central Seoul","Donation Count","Unit","12283","15011","12746","9840","11583","12503","","","","","","","","16125","15394","13906","11669","10855","12269",
"Men","February","Central Seoul","Composition Rate[%]","%","7.2","8.6","9.3","6.7","7.8","7.2","","","","","","","","8.2","8.4","8.8","7.5","7","7.4",
"Men","February","Western Seoul","Donation Count","Unit","8703","9182","10603","8275","11596","9770","13688","16606","14574","18571","16920","17840","16052","","","","","","",
"Men","February","Western Seoul","Composition Rate[%]","%","7.6","8","9","6.5","7.5","15","7.6","8.7","6.9","7.9","7.3","8.5","8","","","","","","",
"Men","February","Southern Seoul","Donation Count","Unit","9839","11041","11106","9763","10476","12180","11143","15145","11872","14163","11605","12029","14900","13013","12389","11344","10214","9184","10520",
"Men","February","Southern Seoul","Composition Rate[%]","%","6.6","7.3","8.1","6.8","7.4","7.5","6.9","9.1","6.9","8.3","7","7.1","8","7.5","7.7","7.9","7.7","6.9","7.1",
"Men","February","Eastern Seoul","Donation Count","Unit","10516","13936","13167","8361","10744","11242","13662","15859","13660","16163","15365","15426","17691","16973","14982","14466","12795","11351","14050",
"Men","February","Eastern Seoul","Composition Rate[%]","%","6.6","9.2","10.4","6.2","7.5","6.9","8","8.8","6.9","7.6","7.4","7.9","8.8","8.4","8","8.5","7.6","6.8","7.8",
"Men","February","Busan","Donation Count","Unit","9563","12099","9874","10010","11791","10460","10163","11743","10594","11228","10652","9518","9679","11006","10519","10456","9987","8699","10841",
"Men","February","Busan","Composition Rate[%]","%","5.9","7.5","6.7","6.4","7.4","6.2","6.7","7.7","6.8","7.2","6.7","6.7","6.4","7","7","7.6","7.4","6.3","7.6",
"Men","February","Daegu/Gyeongbook","Donation Count","Unit","11130","11570","11062","8763","12427","10752","10410","12969","11639","12680","13639","12289","13140","12163","11842","9398","11211","11115","13245",
"Men","February","Daegu/Gyeongbook","Composition Rate[%]","%","7.6","8.3","9.4","6.6","8.2","7.3","7.3","8.5","7","7.1","7.7","7.3","7.6","6.9","7.1","6.7","7","7","7.9",
"Men","February","Incheon","Donation Count","Unit","6667","7614","7559","5705","6299","6343","8317","9745","7792","8758","9309","8241","10043","8570","8522","8770","8987","9468","10085",
"Men","February","Incheon","Composition Rate[%]","%","7.4","8.8","9.6","6.6","7","6.2","7.2","8.5","6.7","7","7.7","7.3","8.7","7.7","7.6","7.3","7.5","7.9","7.9",
"Men","February","Ulsan","Donation Count","Unit","3384","5626","3887","3485","4228","3819","3490","4675","4203","4553","4651","4818","4590","4347","4643","4727","4811","4063","5644",
"Men","February","Ulsan","Composition Rate[%]","%","5.5","8.7","7.4","6.2","7.4","6.9","6.4","8.1","7","6.7","6.6","7.3","7","6.6","6.8","7.4","7.5","6.3","7.7",
"Men","February","Gyeonggi","Donation Count","Unit","9174","10064","8510","8083","9541","9057","9285","11583","9818","10778","10752","11146","11768","11376","12759","12979","12293","11990","13442",
"Men","February","Gyeonggi","Composition Rate[%]","%","7.8","8.8","8.3","7.3","7.8","7.3","7.3","9","7","7.1","6.8","7.2","7.4","7.3","8","7.6","7.3","7.5","7.9",
"Men","February","Gangwon","Donation Count","Unit","5690","7137","5398","5172","5057","5329","4706","7219","7383","7485","7879","8952","10482","10444","9188","9167","8519","7148","8080",
"Men","February","Gangwon","Composition Rate[%]","%","7.5","10.5","9.7","8.4","7.9","8","6.5","8.4","7.8","7.5","6.8","7.3","8.2","7.8","7.2","7.8","7.7","7.3","7.6",
"Men","February","Chungbook","Donation Count","Unit","4067","5392","4274","4065","5193","5422","5723","5931","4633","5283","5477","4242","5502","5429","5211","4653","5110","3873","4730",
"Men","February","Chungbook","Composition Rate[%]","%","6.7","8.7","7.3","6.1","6.6","6.8","8","7.6","6.2","7.1","7.4","6.4","7.6","7.6","7.4","7.1","8","6.3","7.4",
"Men","February","Daejeon/Sejong/Chungnaam","Donation Count","Unit","10119","8656","10858","9243","10825","9702","10616","12151","10812","12501","12522","11951","12758","12544","11936","12879","12157","11428","11796",
"Men","February","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7.2","7.4","9.4","7","7.8","6.5","7.3","8","6.6","7.3","6.9","7","7.4","7","6.8","7.5","7.3","6.9","7",
"Men","February","Jeonbook","Donation Count","Unit","6282","5966","5749","5151","5434","6733","6277","7315","6392","6292","5268","5639","6513","6018","5501","5164","5368","4719","4648",
"Men","February","Jeonbook","Composition Rate[%]","%","6.6","6.7","7.6","6.3","5.9","7.1","6.9","7.9","6.7","7","5.6","6.4","7.5","7.3","6.8","6.8","7","6.8","6.4",
"Men","February","Gwangju/Jeonnaam","Donation Count","Unit","9470","13206","9475","8777","10191","8581","8342","10287","8306","9434","9748","9696","10617","9369","9602","9802","9591","8310","9928",
"Men","February","Gwangju/Jeonnaam","Composition Rate[%]","%","7.2","9.1","7.5","6.7","7.4","6.6","6.8","8.4","6.2","6.8","6.9","7.3","7.2","6.6","6.8","7.7","7.5","6.7","7.7",
"Men","February","Gyeongnaam","Donation Count","Unit","6405","7357","5551","5348","7907","6562","6128","7759","6524","8837","7621","7267","7819","6553","6628","8222","6654","6254","7861",
"Men","February","Gyeongnaam","Composition Rate[%]","%","7.3","8.4","7.4","6.3","8.5","6.9","6.7","8.2","6.3","7.9","7.2","7.3","7.7","6.4","6.5","8.2","7","6.8","7.9",
"Men","February","Jeju","Donation Count","Unit","1772","1767","1308","1768","1785","1663","1450","1534","1468","1587","1649","1632","2047","1530","1806","1975","1896","2012","2329",
"Men","February","Jeju","Composition Rate[%]","%","7.1","7.4","6.1","7.6","7.1","6.7","6.7","7.5","6.8","6.9","6.4","6.9","8","6.3","7.3","6.8","6.4","6.9","7.2",
"Men","February","Outside of Korean Red Cross","Donation Count","Unit","2840","3080","2926","3353","5470","6405","7640","9333","7687","8535","8582","8744","9897","9878","9234","9511","7974","8693","11415",
"Men","February","Outside of Korean Red Cross","Composition Rate[%]","%","6.7","7","6.3","5.3","6.8","6.4","7.1","8.1","6.1","6.6","6.3","6.2","6.9","7.4","7.3","7.7","6.5","6.2","7",
"Men","March","Total","Donation Count","Unit","158385","164826","129679","138722","153764","159882","158619","157070","172495","186062","186387","181407","188460","190658","175514","158505","171347","137215","172351",
"Men","March","Total","Composition Rate[%]","%","8.6","9.2","8.1","8","8.2","8.4","8.7","8.2","8.5","8.7","8.6","8.8","8.8","9","8.6","8.3","9","7.3","8.6",
